,Timestamp,Heart rate,sleep time
0,2021-02-03 12:00:00,92.0,0
1,2021-02-03 12:01:00,83.0,0
2,2021-02-03 12:02:00,91.0,0
3,2021-02-03 12:03:00,90.0,0
4,2021-02-03 12:04:00,92.0,0
5,2021-02-03 12:05:00,95.0,0
6,2021-02-03 12:06:00,91.0,0
7,2021-02-03 12:07:00,87.0,0
8,2021-02-03 12:08:00,80.0,0
9,2021-02-03 12:09:00,78.0,0
10,2021-02-03 12:10:00,86.0,0
11,2021-02-03 12:11:00,90.0,0
12,2021-02-03 12:12:00,86.0,0
13,2021-02-03 12:13:00,87.0,0
14,2021-02-03 12:14:00,85.0,0
15,2021-02-03 12:15:00,79.0,0
16,2021-02-03 12:16:00,78.0,0
17,2021-02-03 12:17:00,85.0,0
18,2021-02-03 12:18:00,89.0,0
19,2021-02-03 12:20:00,94.0,0
20,2021-02-03 12:21:00,90.0,0
21,2021-02-03 12:22:00,79.0,0
22,2021-02-03 12:23:00,86.0,0
23,2021-02-03 12:24:00,83.0,0
24,2021-02-03 12:25:00,79.0,0
25,2021-02-03 12:26:00,83.0,0
26,2021-02-03 12:27:00,75.0,0
27,2021-02-03 12:28:00,73.0,0
28,2021-02-03 12:29:00,79.0,0
29,2021-02-03 12:30:00,90.0,0
30,2021-02-03 12:31:00,80.0,0
31,2021-02-03 12:32:00,74.0,0
32,2021-02-03 12:34:00,75.0,0
33,2021-02-03 12:35:00,89.0,0
34,2021-02-03 12:36:00,82.0,0
35,2021-02-03 12:37:00,88.0,0
36,2021-02-03 12:38:00,87.0,0
37,2021-02-03 12:39:00,79.0,0
38,2021-02-03 12:40:00,77.0,0
39,2021-02-03 12:41:00,78.0,0
40,2021-02-03 12:42:00,89.0,0
41,2021-02-03 12:43:00,94.0,0
42,2021-02-03 12:44:00,82.0,0
43,2021-02-03 12:45:00,79.0,0
44,2021-02-03 12:46:00,76.0,0
45,2021-02-03 12:47:00,77.0,0
46,2021-02-03 12:48:00,89.0,0
47,2021-02-03 12:49:00,92.0,0
48,2021-02-03 12:50:00,84.0,0
49,2021-02-03 12:51:00,88.0,0
50,2021-02-03 12:52:00,87.0,0
51,2021-02-03 12:53:00,89.0,0
52,2021-02-03 12:54:00,88.0,0
53,2021-02-03 12:55:00,91.0,0
54,2021-02-03 12:56:00,90.0,0
55,2021-02-03 12:57:00,81.0,0
56,2021-02-03 12:59:00,78.0,0
57,2021-02-03 13:00:00,86.0,0
58,2021-02-03 13:01:00,87.0,0
59,2021-02-03 13:02:00,91.0,0
60,2021-02-03 13:03:00,99.0,0
61,2021-02-03 13:04:00,98.0,0
62,2021-02-03 13:06:00,93.0,0
63,2021-02-03 13:07:00,96.0,0
64,2021-02-03 13:08:00,95.0,0
65,2021-02-03 13:09:00,86.0,0
66,2021-02-03 13:10:00,77.0,0
67,2021-02-03 13:11:00,79.0,0
68,2021-02-03 13:12:00,91.0,0
69,2021-02-03 13:13:00,89.0,0
